user_id,monthly_income,weekly_wage,checking_balance,savings_balance,total_needs,total_wants,actual_savings,savings_rate,num_expenses,budget_status,needs_groceries,needs_rent_mortgage,needs_utilities,needs_gas_transport,needs_insurance,needs_bills,needs_healthcare,needs_childcare,needs_other,wants_dining_out,wants_entertainment,wants_shopping,wants_subscriptions,wants_hobbies,wants_travel,wants_personal_care,wants_gifts,wants_other
233,3137.3,724.55,309.08,215.47,2124.93,861.62,150.75,0.0481,16,tight,252.78,963.1,147.27,231.41,191.13,139.59,81.01,118.64,0.0,143.83,86.72,118.3,0.0,59.48,138.29,114.46,108.26,92.28
234,5037.3,1163.35,4572.01,3044.13,3043.92,710.76,1282.62,0.2546,14,healthy,462.05,1120.17,306.23,356.87,226.4,229.7,109.05,153.44,80.01,0.0,135.19,0.0,129.25,106.54,0.0,218.15,0.0,121.63
235,9437.21,2179.49,927.42,750.8,6909.8,2018.65,508.76,0.0539,17,tight,1104.97,3028.45,460.23,725.66,436.92,314.58,245.5,378.98,214.51,647.33,127.34,574.84,97.34,0.0,173.13,120.56,204.8,73.31
236,2982.16,688.72,1385.38,673.69,1658.59,529.98,793.59,0.2661,14,healthy,309.9,587.28,171.93,183.82,162.71,134.23,108.72,0.0,0.0,128.77,0.0,98.29,21.39,0.0,92.22,80.44,44.22,64.65
237,3527.54,814.67,1206.08,1812.36,2228.95,657.42,641.17,0.1818,15,healthy,416.85,911.42,173.43,190.09,228.89,112.67,104.17,0.0,91.43,105.63,62.4,84.69,57.67,0.0,176.44,90.05,80.54,0.0
238,2894.41,668.45,1067.57,1203.17,1842.37,573.02,479.02,0.1655,15,healthy,220.39,852.9,129.98,183.27,171.41,127.48,69.55,87.39,0.0,0.0,90.88,0.0,55.55,91.22,75.19,66.64,94.07,99.47
239,5390.2,1244.85,2074.62,1618.39,3757.11,1164.23,468.86,0.087,15,tight,458.34,1871.25,217.43,392.38,244.61,230.74,202.51,0.0,139.85,159.65,359.32,103.33,136.1,219.34,0.0,55.9,130.59,0.0
240,6152.77,1420.96,1273.09,1536.57,3217.06,1753.17,1182.54,0.1922,16,healthy,441.33,1364.3,376.1,351.34,225.68,181.48,189.47,0.0,87.36,238.33,290.48,631.58,160.52,194.24,0.0,131.66,68.85,37.51
241,6344.38,1465.21,0,0,4591.33,1845.24,-92.19,-0.0145,16,over,798.23,2221.97,238.5,409.58,254.28,274.78,233.41,0.0,160.58,446.38,185.41,350.59,75.98,182.6,160.91,293.92,0.0,149.45
242,3716.36,858.28,1109.69,839.32,2450.22,707.12,559.02,0.1504,14,healthy,437.7,1165.25,222.6,168.24,158.86,106.86,122.08,0.0,68.63,65.19,238.44,178.83,0.0,84.67,0.0,0.0,73.18,66.81
243,4802.31,1109.08,560.59,568.96,2856.56,898.7,1047.05,0.218,15,healthy,347.72,1130.29,301.62,275.33,251.27,153.37,126.83,194.87,75.26,91.41,98.39,285.52,0.0,0.0,83.11,199.71,140.56,0.0
244,5825.67,1345.42,711.27,1522.1,4016.79,1248.67,560.21,0.0962,13,tight,641.45,1833.02,220.65,404.71,339.04,277.74,166.86,0.0,133.32,0.0,338.3,536.49,194.81,0.0,0.0,0.0,94.31,84.76
245,4327.09,999.33,133.43,55.12,2845.77,1230.7,250.62,0.0579,15,tight,480.05,1186.09,240.51,316.08,153.04,180.84,126.28,162.88,0.0,270.71,168.83,208.36,127.93,113.62,0.0,220.83,0.0,120.42
246,7841.0,1810.85,4705.16,2868.33,4501.16,2177.44,1162.4,0.1482,15,healthy,572.43,2023.31,433.22,335.96,343.41,303.62,169.69,319.52,0.0,191.74,514.08,576.72,266.35,84.91,0.0,325.96,0.0,217.68
247,2450.36,565.9,594.08,467.94,1651.18,633.5,165.68,0.0676,15,tight,209.27,843.74,117.62,119.82,108.03,118.85,86.7,0.0,47.15,87.64,163.15,133.9,24.24,129.66,0.0,0.0,19.39,75.52
248,5115.31,1181.36,0,0,3617.45,1505.82,-7.96,-0.0016,16,over,463.33,1709.54,310.14,312.86,238.89,224.34,114.66,153.42,90.27,256.04,253.0,444.24,144.87,169.79,74.46,0.0,0.0,163.42
249,2826.63,652.8,504.67,562.61,2072.24,510.93,243.46,0.0861,14,tight,350.58,919.91,155.27,183.16,141.55,94.42,97.87,89.79,39.69,181.51,0.0,157.24,0.0,0.0,0.0,89.47,51.62,31.09
250,9534.05,2201.86,0,0,6669.96,3002.97,-138.88,-0.0146,14,over,1041.58,3251.66,379.85,700.63,601.73,340.8,353.71,0.0,0.0,850.71,400.55,455.85,0.0,498.74,0.0,457.8,77.33,261.99
251,1980.81,457.46,797.3,651.69,1311.92,365.29,303.6,0.1533,17,healthy,224.94,520.82,115.01,134.32,107.93,61.36,50.95,60.78,35.81,60.92,32.57,79.28,38.3,68.46,31.02,0.0,33.44,21.3
252,3707.8,856.3,83.92,72.6,2595.9,995.34,116.56,0.0314,14,tight,288.16,1261.9,155.13,233.58,131.12,149.08,112.36,190.35,74.22,313.15,151.73,289.9,0.0,0.0,0.0,154.96,0.0,85.6
253,8096.47,1869.85,2934.69,3829.61,4822.83,1820.22,1453.42,0.1795,14,healthy,677.69,2490.42,307.38,359.65,413.25,396.26,178.18,0.0,0.0,540.25,0.0,478.06,182.65,0.0,96.07,95.04,189.77,238.38
254,4952.07,1143.67,1398.15,1612.57,3093.28,1117.01,741.78,0.1498,14,healthy,376.32,1468.35,174.75,369.33,239.1,208.66,171.34,0.0,85.43,253.77,137.91,391.26,46.26,0.0,0.0,158.12,0.0,129.69
255,6774.38,1564.52,822.33,1135.62,3874.25,1883.16,1016.97,0.1501,16,healthy,518.39,1677.4,392.86,451.52,279.85,242.32,190.58,0.0,121.33,404.04,174.26,630.69,188.33,154.88,62.7,0.0,171.89,96.37
256,3060.21,706.75,2145.7,1649.53,1845.68,608.96,605.57,0.1979,16,healthy,273.31,767.23,125.42,183.93,116.92,109.59,103.99,89.07,76.22,185.15,0.0,131.11,28.55,72.24,48.44,55.08,0.0,88.39
257,2269.91,524.23,690.21,232.76,1572.22,506.8,190.89,0.0841,14,tight,277.47,726.74,104.05,156.4,101.32,83.29,87.36,0.0,35.59,171.28,35.45,156.43,73.07,49.3,0.0,0.0,0.0,21.27
258,16100.31,3718.32,5345.73,1521.01,12115.01,2600.84,1384.46,0.086,14,tight,2086.24,5230.59,697.24,1186.58,877.68,701.14,491.02,617.89,226.63,0.0,0.0,664.89,254.36,702.72,782.7,0.0,196.17,0.0
259,1848.52,426.91,161.79,204.82,1329.48,387.75,131.29,0.071,15,tight,137.08,650.63,75.88,143.59,115.7,52.97,70.24,52.88,30.51,55.27,36.01,129.47,0.0,0.0,78.25,51.17,0.0,37.58
260,5923.14,1367.93,1337.84,1513.91,3605.43,841.17,1476.54,0.2493,14,healthy,450.18,1469.39,375.41,297.68,322.9,290.37,227.2,172.3,0.0,0.0,120.91,0.0,72.83,217.91,99.85,0.0,154.36,175.31
261,12651.81,2921.9,1253.38,649.21,7280.12,3468.69,1903.0,0.1504,15,healthy,1129.35,3184.54,455.81,947.48,585.94,513.73,269.08,0.0,194.19,1002.14,0.0,952.9,418.6,322.02,385.89,225.62,0.0,161.52
262,4499.56,1039.16,1585.73,1340.65,2758.53,1113.39,627.64,0.1395,17,healthy,382.64,1109.52,219.88,272.71,193.5,161.4,106.24,206.76,105.88,0.0,279.53,85.74,52.34,122.63,93.71,173.2,161.54,144.7
263,3278.61,757.18,800.44,1428.55,2046.93,876.9,354.78,0.1082,15,healthy,241.92,996.39,127.17,191.69,168.89,160.52,94.59,0.0,65.76,294.72,82.99,163.46,0.0,106.98,63.5,84.76,0.0,80.49
264,5716.59,1320.23,167.7,124.84,4110.99,1334.4,271.2,0.0474,15,tight,495.66,2031.76,354.59,424.03,223.42,160.11,177.24,244.18,0.0,147.41,345.39,0.0,145.1,0.0,69.59,281.08,196.25,149.58
265,5543.32,1280.21,42.93,73.85,3446.8,1974.05,122.47,0.0221,16,tight,587.08,1494.65,284.05,263.48,319.45,271.65,120.5,0.0,105.94,442.98,240.42,578.59,0.0,173.25,64.02,260.01,139.74,75.04
266,3242.46,748.84,466.98,669.6,2032.55,883.02,326.89,0.1008,17,healthy,341.98,692.16,182.42,233.93,163.97,120.55,102.55,135.58,59.41,151.22,106.48,225.68,98.55,126.81,32.71,0.0,97.45,44.12
267,3675.56,848.86,1136.15,785.68,2435.61,681.69,558.26,0.1519,14,healthy,328.86,1112.41,146.35,268.63,210.32,171.81,110.26,0.0,86.97,139.44,0.0,271.84,44.33,88.82,59.41,0.0,0.0,77.85
268,3543.45,818.35,1598.37,1390.42,2201.64,800.4,541.41,0.1528,14,healthy,290.27,1050.5,167.04,240.14,166.2,108.03,126.36,0.0,53.1,64.0,100.73,377.35,0.0,66.33,0.0,0.0,110.34,81.65
269,9916.52,2290.19,0,0,7345.16,3237.23,-665.87,-0.0671,16,over,1138.49,3579.48,425.49,737.81,442.32,505.68,361.74,0.0,154.15,526.16,599.32,818.93,352.56,112.97,283.89,0.0,225.8,317.6
270,2878.02,664.67,431.61,384.6,1943.09,715.01,219.92,0.0764,15,tight,356.28,853.1,166.73,161.94,127.48,101.63,101.8,0.0,74.13,252.74,135.97,0.0,0.0,46.78,126.11,29.72,45.92,77.77
271,6731.96,1554.73,1857.77,1293.17,3938.23,1320.11,1473.62,0.2189,15,healthy,596.93,1806.19,253.94,331.36,366.33,261.48,172.6,0.0,149.4,0.0,85.86,605.9,54.41,211.52,89.98,0.0,76.12,196.32
272,5916.06,1366.3,2136.09,1085.59,3672.01,1460.75,783.3,0.1324,16,healthy,748.04,1469.31,269.01,358.9,295.39,307.26,224.1,0.0,0.0,140.38,200.8,206.77,198.18,295.42,79.54,138.6,129.9,71.16
273,4808.48,1110.5,776.92,1050.04,2999.88,1326.66,481.94,0.1002,16,healthy,445.38,1339.3,238.13,288.09,209.75,141.01,117.26,220.96,0.0,89.42,168.75,443.05,102.19,190.66,0.0,83.46,131.85,117.28
274,10047.39,2320.41,0,0,6718.87,3462.51,-133.99,-0.0133,16,over,848.23,3372.5,649.18,556.47,365.15,340.68,370.5,0.0,216.16,705.8,371.28,995.66,241.18,405.11,191.26,0.0,207.54,344.68
275,2929.66,676.6,554.28,509.17,1888.9,672.76,368.0,0.1256,13,healthy,355.46,948.76,180.37,132.17,120.2,84.54,67.4,0.0,0.0,58.75,164.94,227.5,85.13,0.0,0.0,0.0,39.62,96.82
276,1683.96,388.91,880.81,1430.09,920.36,349.12,414.48,0.2461,14,healthy,137.52,454.22,62.44,102.75,66.18,49.45,47.8,0.0,0.0,72.04,0.0,0.0,38.54,24.22,57.87,84.18,24.38,47.89
277,4958.26,1145.09,538.01,265.33,3604.83,1065.11,288.32,0.0581,15,tight,614.4,1704.39,216.22,380.15,211.8,226.89,130.89,0.0,120.09,0.0,121.41,294.78,98.7,74.35,0.0,171.44,146.39,158.04
278,1608.65,371.51,89.54,40.66,1085.79,465.39,57.47,0.0357,16,tight,175.56,540.4,86.4,80.15,63.87,65.02,46.59,0.0,27.8,42.93,38.4,154.63,24.91,67.7,71.45,0.0,12.2,53.17
279,2123.23,490.35,274.07,86.45,1293.26,461.22,368.75,0.1737,14,healthy,188.82,575.46,85.47,150.5,130.4,65.49,60.23,0.0,36.89,0.0,0.0,211.95,0.0,64.28,75.12,61.23,14.0,34.64
280,1800.1,415.73,253.58,275.93,1246.13,395.41,158.56,0.0881,14,tight,168.52,653.08,99.13,96.39,114.24,76.45,38.32,0.0,0.0,52.93,120.53,40.83,35.04,0.0,77.75,0.0,17.86,50.47
281,3542.93,818.23,453.45,208.45,2298.3,549.24,695.39,0.1963,15,healthy,305.46,912.72,229.62,239.01,160.8,115.6,79.71,167.69,87.69,0.0,94.16,0.0,46.44,0.0,149.31,43.13,124.27,91.93
282,6324.62,1460.65,7383.28,3679.5,3155.31,788.75,2380.56,0.3764,12,healthy,477.52,1243.71,265.59,283.72,321.8,207.04,201.74,0.0,154.19,0.0,0.0,0.0,0.0,0.0,333.76,78.49,226.16,150.34
283,3017.14,696.8,129.15,157.74,2055.17,901.26,60.71,0.0201,15,tight,254.79,1042.75,131.08,133.41,187.31,139.2,99.97,0.0,66.66,252.18,209.88,140.95,51.63,101.27,0.0,0.0,55.18,90.17
284,4284.17,989.42,3209.94,1866.9,2293.67,847.05,1143.45,0.2669,13,healthy,492.82,857.32,190.65,277.44,151.75,188.0,135.69,0.0,0.0,0.0,56.98,445.43,0.0,178.08,69.37,0.0,34.3,62.89
285,1808.01,417.55,563.18,567.81,1083.84,479.75,244.42,0.1352,15,healthy,143.76,562.15,69.89,94.29,107.07,66.66,40.02,0.0,0.0,58.79,121.04,122.84,21.39,67.75,0.0,35.57,36.33,16.04
286,5800.86,1339.69,1000.1,747.21,3405.56,1439.81,955.49,0.1647,15,healthy,735.72,1202.19,236.64,392.3,338.38,193.52,159.0,0.0,147.81,471.27,135.11,258.75,125.92,0.0,235.1,105.52,0.0,108.14
287,3166.21,731.23,257.28,222.58,1813.12,882.08,471.01,0.1488,14,healthy,281.3,863.1,168.43,199.83,112.43,113.47,74.56,0.0,0.0,124.4,182.47,272.56,87.65,160.57,0.0,0.0,27.72,26.71
288,5283.64,1220.24,701.23,388.35,3545.33,1035.1,703.21,0.1331,13,healthy,495.39,1765.99,256.02,395.28,222.87,218.66,191.12,0.0,0.0,0.0,0.0,333.15,137.94,164.58,178.33,97.21,0.0,123.89
289,2127.68,491.38,450.37,187.0,1401.21,418.07,308.4,0.1449,13,healthy,228.44,550.82,127.75,108.99,131.78,92.79,61.74,98.9,0.0,48.95,0.0,179.18,26.46,63.56,0.0,99.92,0.0,0.0
290,13885.72,3206.86,8364.96,6731.92,9433.28,2378.2,2074.24,0.1494,13,healthy,1244.74,4125.51,690.81,725.84,843.15,594.21,504.7,704.32,0.0,799.93,0.0,0.0,0.0,672.62,138.97,313.71,452.97,0.0
291,2431.04,561.44,919.56,1160.47,1410.0,640.78,380.26,0.1564,16,healthy,239.68,511.65,148.52,150.89,136.35,110.74,53.91,0.0,58.26,141.63,0.0,105.2,73.07,117.27,22.08,113.27,50.22,18.04
292,4746.53,1096.2,189.83,148.98,3209.26,1418.99,118.28,0.0249,15,tight,589.09,1361.54,257.16,298.5,306.19,149.73,175.67,0.0,71.38,0.0,240.78,376.06,159.24,0.0,177.85,165.26,145.91,153.89
293,2434.51,562.24,211.72,68.9,1586.21,736.42,111.88,0.046,16,tight,267.5,569.91,109.67,166.4,125.26,106.55,76.41,125.89,38.62,167.29,146.06,196.09,36.73,126.16,0.0,44.59,19.5,0.0
294,4686.34,1082.3,1418.93,2459.84,3262.04,774.95,649.35,0.1386,15,healthy,433.46,1406.07,253.35,311.4,234.32,159.99,165.72,178.74,118.99,203.84,80.65,0.0,0.0,175.31,113.32,110.29,91.54,0.0
295,9742.15,2249.92,892.7,621.27,5857.92,1548.64,2335.59,0.2397,12,healthy,941.73,2667.54,454.43,638.44,512.15,387.6,256.03,0.0,0.0,0.0,0.0,349.95,0.0,441.38,106.91,387.13,0.0,263.27
296,16052.06,3707.17,3933.09,5908.49,10939.24,1536.71,3576.11,0.2228,12,healthy,1146.45,5288.33,902.96,887.0,763.42,617.54,356.43,705.53,271.58,0.0,0.0,0.0,0.0,0.0,538.83,845.78,152.1,0.0
297,1559.99,360.27,832.43,485.52,1015.24,335.57,209.18,0.1341,13,healthy,182.96,480.28,55.01,73.22,94.87,50.74,46.2,0.0,31.96,0.0,0.0,148.99,55.55,0.0,72.99,0.0,12.15,45.89
298,5672.74,1310.1,2196.6,2028.21,3522.64,1363.49,786.61,0.1387,15,healthy,473.58,1568.7,285.26,416.29,239.62,226.52,180.37,0.0,132.3,0.0,163.67,276.46,190.48,175.57,201.56,204.05,0.0,151.7
299,2902.32,670.28,200.34,214.76,1886.22,831.73,184.37,0.0635,16,tight,250.4,819.24,180.45,181.04,128.25,117.32,74.74,134.78,0.0,107.73,129.35,204.2,93.7,0.0,134.57,91.03,41.01,30.14
300,4786.16,1105.35,945.91,1159.84,2758.67,888.51,1138.98,0.238,12,healthy,354.14,1142.97,301.71,342.5,227.89,246.77,142.69,0.0,0.0,0.0,0.0,514.4,0.0,0.0,70.52,134.24,37.31,132.04
301,4533.47,1046.99,4254.4,3374.85,2636.81,430.22,1466.44,0.3235,12,healthy,467.66,1004.08,201.75,321.9,186.32,230.79,155.63,0.0,68.68,0.0,99.46,0.0,0.0,0.0,159.04,84.33,0.0,87.39
302,2265.06,523.11,955.73,766.96,1335.57,622.43,307.06,0.1356,16,healthy,186.45,610.12,102.54,136.52,109.32,71.28,81.71,0.0,37.63,155.44,146.47,155.62,0.0,22.6,22.47,63.62,31.88,24.33
303,9383.61,2167.12,757.84,392.27,6991.18,1723.94,668.49,0.0712,15,tight,1208.14,3038.41,586.25,629.0,350.74,364.78,342.06,314.33,157.47,0.0,554.16,317.48,308.23,166.96,0.0,0.0,106.62,270.49
304,7301.91,1686.35,287.59,356.35,4990.63,1598.44,712.84,0.0976,15,tight,586.4,2428.87,451.59,350.58,441.01,311.17,256.27,0.0,164.74,132.68,0.0,479.01,164.36,219.05,324.1,198.86,80.38,0.0
305,2947.66,680.75,1803.33,689.83,1738.66,582.63,626.37,0.2125,13,healthy,313.23,763.91,130.98,125.5,159.63,143.74,101.67,0.0,0.0,0.0,0.0,182.19,95.71,33.34,148.93,0.0,51.87,70.59
306,18471.75,4265.99,1480.56,2219.52,9888.51,5303.71,3279.53,0.1775,15,healthy,1368.12,4583.52,652.64,1270.77,679.68,796.8,536.98,0.0,0.0,786.84,1200.88,1186.94,525.84,293.69,759.98,285.9,0.0,263.64
307,3353.94,774.58,680.16,954.23,1997.65,1054.11,302.18,0.0901,17,tight,318.82,742.81,143.06,140.93,203.8,132.76,98.7,133.63,83.14,264.27,152.66,160.17,87.32,133.22,67.2,71.27,118.0,0.0
308,1647.97,380.59,42.72,66.01,1202.31,422.26,23.4,0.0142,15,tight,137.47,566.84,102.43,110.59,78.08,68.55,41.78,72.37,24.2,75.92,56.4,177.65,20.47,0.0,0.0,39.75,52.07,0.0
309,4184.63,966.43,294.99,170.57,2937.0,1178.12,69.51,0.0166,18,tight,536.49,1275.72,146.72,195.86,192.51,200.2,130.96,150.33,108.21,123.11,299.66,307.13,60.82,86.6,55.77,43.7,112.34,88.99
310,17942.58,4143.78,7726.61,3073.32,9849.6,5987.83,2105.15,0.1173,16,healthy,2167.94,4151.41,1006.53,791.53,707.48,556.69,468.02,0.0,0.0,820.71,938.37,1468.07,303.7,200.99,476.01,941.89,349.67,488.42
311,6656.72,1537.35,240.32,233.42,4258.48,2319.9,78.34,0.0118,15,tight,566.06,2283.84,241.38,402.47,288.47,215.23,140.9,0.0,120.13,583.76,0.0,633.73,117.95,337.47,278.96,236.94,131.09,0.0
312,5756.47,1329.44,874.21,548.73,3685.79,1694.11,376.57,0.0654,14,tight,723.84,1716.99,255.9,334.88,314.08,192.88,147.22,0.0,0.0,280.3,400.17,525.58,121.19,217.6,65.07,0.0,84.2,0.0
313,4400.51,1016.28,333.2,275.4,2884.32,817.11,699.08,0.1589,14,healthy,488.92,1340.7,156.75,303.54,240.79,167.1,108.58,0.0,77.94,88.64,278.03,0.0,131.28,62.05,0.0,193.97,0.0,63.14
314,3917.41,904.71,2395.31,1637.63,2497.48,899.41,520.52,0.1329,14,healthy,444.7,1176.07,227.19,187.42,198.49,127.94,135.67,0.0,0.0,89.2,96.92,343.21,0.0,75.21,122.41,148.52,0.0,23.94
315,5675.04,1310.63,1134.26,646.89,3508.07,1343.53,823.44,0.1451,17,healthy,727.41,1193.57,299.85,262.15,282.79,257.77,183.01,202.09,99.43,0.0,396.37,296.02,104.2,70.26,56.88,232.86,136.69,50.25
316,5164.46,1192.72,6485.84,4558.46,2997.04,693.39,1474.03,0.2854,13,healthy,385.94,1282.49,297.71,231.71,325.65,212.29,169.61,0.0,91.64,0.0,291.61,0.0,31.62,0.0,140.83,0.0,169.66,59.67
317,1718.42,396.86,106.57,83.37,1200.79,261.11,256.52,0.1493,14,healthy,193.3,613.18,86.42,72.48,74.24,80.13,53.02,0.0,28.02,77.9,50.28,50.21,35.97,30.25,0.0,0.0,16.5,0.0
318,1572.2,363.09,1225.44,781.63,871.86,252.79,447.55,0.2847,15,healthy,147.29,381.2,55.16,72.31,74.52,60.89,51.35,0.0,29.14,101.77,0.0,54.9,20.88,17.61,18.49,0.0,23.07,16.07
319,6261.18,1446.0,352.68,414.38,3900.87,1599.72,760.59,0.1215,15,healthy,609.0,1463.14,381.4,480.15,309.37,195.37,204.2,258.24,0.0,268.06,0.0,403.74,49.39,0.0,127.38,318.77,211.21,221.17
320,5135.9,1186.12,1858.3,1928.24,2893.77,1245.47,996.66,0.1941,16,healthy,359.96,1100.22,297.5,364.46,276.64,262.22,140.85,0.0,91.92,369.39,194.37,140.14,0.0,93.59,63.0,148.21,64.48,172.29
321,6373.93,1472.04,1379.09,1201.62,3854.96,790.02,1728.95,0.2713,13,healthy,799.36,1349.42,337.5,483.0,314.11,204.02,217.45,0.0,150.1,0.0,164.19,0.0,216.96,104.49,221.35,0.0,83.03,0.0
322,1949.47,450.22,854.25,990.6,1294.86,410.67,243.94,0.1251,13,healthy,208.82,619.8,89.66,135.3,93.48,93.59,54.21,0.0,0.0,90.7,0.0,0.0,37.11,0.0,80.16,96.56,45.95,60.19
323,5221.9,1205.98,832.9,313.84,3266.8,1313.8,641.3,0.1228,16,healthy,614.53,1251.79,297.66,223.08,241.61,262.42,120.5,175.01,80.2,305.73,0.0,347.32,0.0,166.49,103.75,173.32,52.66,164.53
324,1942.35,448.58,655.47,533.17,1005.02,391.26,546.07,0.2811,14,healthy,185.15,406.85,94.83,151.0,69.91,55.64,41.64,0.0,0.0,146.83,0.0,0.0,17.38,49.95,70.35,44.82,41.02,20.91
325,4982.28,1150.64,3433.59,2777.1,2893.43,1351.92,736.93,0.1479,16,healthy,620.87,1123.6,249.33,265.6,250.18,144.78,164.01,0.0,75.06,130.77,0.0,447.38,85.13,83.01,168.72,136.03,121.7,179.18
326,4251.53,981.88,385.92,720.42,2952.83,921.55,377.15,0.0887,15,tight,313.09,1496.24,181.04,314.81,243.0,193.86,138.56,0.0,72.23,123.62,112.8,0.0,111.97,161.68,95.2,182.99,133.29,0.0
327,7166.5,1655.08,873.31,1370.62,4433.5,2038.92,694.08,0.0969,15,tight,923.99,1831.65,413.71,311.91,300.07,259.11,188.4,204.66,0.0,257.88,436.33,626.96,162.55,0.0,171.42,332.73,51.05,0.0
328,3647.57,842.39,159.57,139.15,2070.62,1235.48,341.47,0.0936,17,tight,333.03,872.85,205.24,182.33,138.85,154.62,123.95,0.0,59.75,108.88,114.47,346.27,122.37,157.31,108.6,123.52,23.05,131.01
329,5675.19,1310.67,997.26,872.57,3933.74,1030.54,710.91,0.1253,14,healthy,575.65,1768.68,307.06,387.34,300.12,282.57,209.31,0.0,103.01,0.0,343.4,395.86,73.44,57.81,100.8,0.0,0.0,59.23
330,2433.78,562.07,816.75,1040.29,1505.48,358.62,569.68,0.2341,13,healthy,271.92,597.19,114.92,174.89,141.99,96.91,70.18,0.0,37.48,39.79,0.0,157.77,79.19,24.89,56.98,0.0,0.0,0.0
331,4366.81,1008.5,0,0,3266.69,1134.49,-34.37,-0.0079,15,over,455.56,1477.59,226.38,281.06,261.75,223.21,115.61,225.53,0.0,0.0,291.54,238.74,106.7,0.0,175.11,139.01,34.7,148.69
332,3634.33,839.34,1348.58,1289.0,2473.37,489.5,671.46,0.1848,13,healthy,408.41,1094.53,189.64,254.76,187.45,154.11,120.69,0.0,63.78,159.21,0.0,99.09,55.55,64.51,0.0,0.0,111.14,0.0
333,14078.19,3251.31,2737.93,1738.39,9037.23,3873.81,1167.15,0.0829,16,tight,1576.48,3877.98,542.46,1084.08,679.41,498.76,479.2,0.0,298.86,0.0,285.94,1312.61,463.42,201.34,513.15,664.54,235.99,196.82
334,5846.92,1350.33,635.83,330.36,3947.49,1449.86,449.57,0.0769,13,tight,485.26,1940.41,350.35,406.92,259.67,293.35,211.53,0.0,0.0,426.75,385.54,191.68,0.0,187.84,155.05,0.0,103.0,0.0
335,18544.5,4282.79,3032.59,3467.31,11678.8,4263.56,2602.14,0.1403,15,healthy,1351.43,5279.09,804.41,1183.8,827.86,863.57,563.61,805.03,0.0,1164.83,712.85,430.91,515.18,275.41,0.0,789.33,375.05,0.0
336,2277.74,526.04,611.71,1282.66,1431.54,469.29,376.91,0.1655,14,healthy,162.55,704.59,146.02,132.88,88.79,83.34,56.14,0.0,57.23,0.0,151.38,0.0,0.0,42.93,120.9,76.48,26.68,50.92
337,7292.09,1684.09,3505.4,3472.42,4319.62,870.57,2101.9,0.2882,12,healthy,572.07,2054.36,275.9,567.45,300.05,221.96,167.35,0.0,160.48,0.0,0.0,0.0,0.0,334.93,0.0,151.31,169.0,215.33
338,9498.93,2193.75,1685.1,1253.44,6487.01,2025.68,986.24,0.1038,14,healthy,972.33,3215.17,526.68,408.93,546.27,271.18,300.11,0.0,246.34,429.35,0.0,837.71,161.03,121.54,0.0,225.65,250.4,0.0
339,1764.91,407.6,85.61,76.97,1131.88,578.77,54.26,0.0307,15,tight,183.84,500.94,71.0,82.96,113.08,89.85,54.04,0.0,36.17,152.63,111.28,141.65,33.53,35.8,39.58,64.3,0.0,0.0
340,5620.52,1298.04,0,0,3851.68,1828.49,-59.65,-0.0106,18,over,701.29,1518.42,226.92,317.33,229.76,245.96,180.31,287.35,144.34,246.38,376.1,179.03,130.98,250.53,50.75,251.0,182.6,161.12
341,4061.27,937.94,764.06,491.14,2402.66,1396.06,262.55,0.0646,17,tight,314.71,1165.66,183.89,207.3,190.04,132.83,144.88,0.0,63.35,142.93,259.83,410.75,44.4,96.47,217.37,99.3,73.57,51.44
342,15044.81,3474.55,2691.52,3582.98,8781.54,3477.34,2785.93,0.1852,14,healthy,1558.58,3873.36,747.56,841.09,672.97,694.23,393.75,0.0,0.0,1216.09,247.79,1081.87,0.0,361.27,193.63,195.12,0.0,181.57
343,7903.42,1825.27,2246.17,2996.6,5025.05,1773.06,1105.31,0.1399,13,healthy,954.38,1865.28,478.53,605.03,477.34,343.32,301.17,0.0,0.0,483.52,0.0,478.63,78.63,117.29,375.73,0.0,0.0,239.26
344,8334.27,1924.77,1247.12,398.51,5555.75,2212.35,566.17,0.0679,15,tight,791.18,2388.08,507.37,561.9,537.51,289.29,284.97,0.0,195.45,438.82,159.35,889.14,51.57,0.0,314.7,102.29,256.48,0.0
345,1839.93,424.93,220.16,233.32,1221.38,436.08,182.47,0.0992,14,tight,132.53,556.28,74.45,97.37,93.36,77.41,54.89,95.26,39.83,116.35,0.0,118.46,0.0,33.88,83.24,84.15,0.0,0.0
346,5253.82,1213.35,1066.07,1100.09,3628.12,817.02,808.68,0.1539,13,healthy,564.49,1681.4,265.78,313.25,271.0,214.24,148.54,169.42,0.0,181.39,146.78,0.0,36.68,0.0,249.4,202.77,0.0,0.0
347,4351.1,1004.87,1139.3,1718.09,2693.65,1017.28,640.17,0.1471,15,healthy,423.93,1176.57,180.65,274.0,261.66,140.81,166.18,0.0,69.85,171.97,0.0,294.93,68.54,193.72,101.86,63.08,123.18,0.0
348,4522.08,1044.36,394.29,451.52,2991.1,1388.05,142.93,0.0316,16,tight,385.44,1475.06,256.63,262.68,275.03,146.89,100.65,0.0,88.72,105.99,142.93,453.78,0.0,193.88,121.52,152.21,63.13,154.61
349,5367.19,1239.54,0,0,3883.12,1631.39,-147.32,-0.0274,15,over,598.96,1844.1,245.39,328.79,316.45,252.09,116.62,180.72,0.0,400.22,176.12,517.82,47.26,88.76,229.27,0.0,0.0,171.94
